ticker,risk_tier,risk_label,risk_score,prob_low,prob_medium,prob_high,environmental_score,social_score,governance_score,total_esg_score,esg_rating,controversy_score,carbon_intensity,water_usage_score,country,sector,action,allocation,alert,review,esg_status,fund_eligible,reason,alternative,return_5d,return_20d,return_60d,return_200d,vol_20d,vol_60d,momentum_60d,momentum_200d,rsi_14,macd,max_drawdown,vol_ratio_20d,price_52w_high,price_52w_low,range_52w_pct,latest_price,emb_norm,emb_pc1,emb_pc2,emb_pc3,risk_color,sector_risk_pct,overall_risk_pct,as_of_date
GTLINFRA.NS,0,Low,34.252,0.8479,0.1488,0.0033,43.1,64.77,53.31,52.66,A,28.74,72.5,76.02,India,India_Communications,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.09091,-0.00917,-0.1,-0.41935,0.024062,0.036788,-0.01355,-0.21102,55.33,-0.01802,-0.86207,0.9991,4.13,0.2,19.65,1.08,17.908364537192536,5.871204210472841,2.305274601999936,-4.744135156612232,#27ae60,0.1,0.4231,2026-04-27
HAL,1,Medium,49.137,0.0018,0.9948,0.0033,37.02,19.45,45.51,34.29,BB,34.88,216.22,32.44,USA,Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.01375,0.11746,0.20944,0.77067,0.022335,0.019364,0.1049,0.41641,51.0,1.04698,-0.851,1.5616,40.76,4.15,8.8119,38.72,8.520505011336898,-1.353144207968489,2.1480075714261027,6.108824127186548,#f39c12,0.4706,0.8049,2026-04-27
HAVELLS.NS,1,Medium,55.126,0.0244,0.9756,0.0,12.65,45.96,41.37,31.26,BB,53.52,214.57,82.08,India,India_Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.00203,-0.08754,-0.17568,-0.20297,0.021044,0.01859,-0.08281,-0.14917,50.71,-42.96524,-0.42769,0.9148,2062.85,444.21,3.6439,1234.1,5.065361570731324,-1.2842932803881868,-1.2614127180259198,1.6764056375528251,#f39c12,0.9,0.9368,2026-04-27
HCLTECH.NS,1,Medium,36.157,0.1618,0.8382,0.0,31.44,60.84,53.06,46.75,BBB,25.64,80.42,73.39,India,India_Technology,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.05658,0.06462,-0.10163,-0.14388,0.016836,0.017655,-0.03826,-0.05524,51.52,-11.21683,-0.34722,0.8771,1908.19,326.98,4.8358,1441.6,5.200139313052245,-0.6879471900717642,0.2400768872764614,-1.0129716751701978,#f39c12,0.8889,0.4753,2026-04-27
HD,1,Medium,37.405,0.154,0.846,0.0,57.95,61.85,63.57,60.81,AA,33.56,270.4,48.26,USA,Consumer,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.01462,-0.09237,-0.10752,-0.06403,0.016886,0.015504,-0.11749,-0.13623,49.7,-10.01121,-0.37994,1.0469,418.08,131.6,2.1769,318.77,6.797875455901198,-0.1848189941288585,-1.1950417212709783,0.176362726778626,#f39c12,0.65,0.5247,2026-04-27
HDFCBANK.NS,0,Low,30.574,0.936,0.064,0.0,42.74,57.76,57.5,51.67,A,17.7,53.18,74.57,India,India_Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.02089,-0.12048,-0.19767,-0.19145,0.02437,0.016056,-0.12409,-0.19131,50.39,-35.49367,-0.41055,2.5134,1012.9,363.57,1.786,772.0,7.458990231963792,-0.7571142174184717,-0.3564924539614053,-3.105687827989504,#27ae60,0.2222,0.2912,2026-04-27
HFCL.NS,1,Medium,36.756,0.1056,0.8911,0.0033,46.24,62.22,69.62,58.05,A,36.18,176.37,42.44,India,India_Communications,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.02657,0.03653,0.04563,-0.14136,0.030451,0.027958,0.05516,-0.00218,55.36,0.57549,-0.65203,1.7002,161.38,8.47,18.0605,72.64,10.779246317167443,2.8722513978659423,3.1493725773374357,0.297883644499421,#f39c12,0.8,0.5082,2026-04-27
HIK.L,0,Low,19.548,0.9358,0.0543,0.0099,80.04,77.42,66.53,75.2,AAA,12.73,127.49,7.42,UK,UK_Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.03419,0.06367,-0.18299,-0.37196,0.017176,0.02857,-0.09961,-0.22032,49.81,-28.73314,-0.55808,2.3427,2690.38,1188.93,1.2629,1285.5,7.089194578674572,2.206318869291471,-1.5446803380046656,-1.503128220335886,#27ae60,0.125,0.011,2026-04-27
HINDALCO.NS,1,Medium,52.429,0.0231,0.9736,0.0033,42.25,47.08,47.22,45.19,BBB,61.57,244.06,36.68,India,India_Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.04175,0.06404,0.06144,0.21561,0.015202,0.015877,0.03825,0.06927,49.89,8.54814,-0.60268,0.8339,1024.05,84.4,11.1337,954.5,6.346653929576507,-2.307433952631475,0.8180605560558446,0.7687467144910732,#f39c12,0.7143,0.8736,2026-04-27
HINDUNILVR.NS,0,Low,33.36,0.9309,0.0691,0.0,41.41,61.72,59.75,53.0,A,23.7,104.34,70.87,India,India_Consumer,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.01745,-0.06404,-0.12954,-0.07641,0.013685,0.013511,-0.07592,-0.12025,52.19,-54.84723,-0.30456,1.013,2939.45,1480.76,0.9851,2110.6,6.83558994052374,-0.9028470117793296,-0.4135296582834816,-1.6133098583136314,#27ae60,0.2,0.3984,2026-04-27
HON,1,Medium,37.897,0.052,0.948,0.0,41.14,45.86,66.51,50.17,A,29.71,151.35,55.38,USA,Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.00161,-0.05787,0.09604,0.08781,0.012609,0.014021,-0.02709,0.06891,49.74,-2.17639,-0.4301,1.1518,248.04,86.42,1.8701,223.84,3.5915788915659297,-2.7542990622154355,-0.4480898341251783,-0.0581825652828864,#f39c12,0.1053,0.544,2026-04-27
HPQ,0,Low,33.365,0.9174,0.0826,0.0,51.77,59.61,69.54,59.45,A,38.31,66.39,57.14,USA,Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.0231,-0.00095,-0.11585,-0.2006,0.017819,0.019317,-0.02142,-0.19937,48.03,0.0419,-0.51234,1.9024,36.73,10.59,2.4671,18.61,4.501313025789537,-0.4865440674043206,-0.8515509014649884,-2.556097575457501,#27ae60,0.9655,0.4011,2026-04-27
HSBA.L,0,Low,27.843,0.9743,0.0257,0.0,52.45,52.94,66.1,56.7,A,14.67,66.43,86.03,UK,UK_Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.05717,0.01932,0.06268,0.47534,0.023288,0.02202,0.00916,0.16532,48.32,-2.08102,-0.58352,1.1441,1397.51,282.41,3.9485,1268.6,3.694660383842537,-1.1017428967369851,0.3126528257722716,-2.116547897435793,#27ae60,0.6,0.1703,2026-04-27
HUM,0,Low,28.456,0.9636,0.0364,0.0,59.6,77.69,55.39,63.76,AA,24.0,113.46,56.28,USA,Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.18765,0.1099,-0.28612,-0.17723,0.027428,0.037492,0.00153,-0.1803,48.25,-0.54852,-0.69917,1.4042,541.31,162.84,2.3241,197.15,5.722768457513797,0.2056689382792967,-0.0015953647689979,-2.3122339403311547,#27ae60,0.5789,0.1951,2026-04-27
HUN,1,Medium,56.716,0.0219,0.9748,0.0033,16.89,40.17,63.71,37.92,BB,34.19,561.35,49.96,USA,Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.05489,0.10254,0.17637,0.31861,0.04663,0.045959,0.08443,0.27184,52.64,0.23185,-0.78664,2.6628,34.25,7.31,3.6869,13.26,6.30748437134514,0.0218282646851868,0.5066538589284602,2.811006155530082,#f39c12,0.65,0.9423,2026-04-27
ICE,0,Low,22.947,0.9985,0.0015,0.0,66.76,65.95,77.93,69.87,AA,21.15,58.56,71.37,USA,Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.05964,0.00626,0.02999,-0.06652,0.016305,0.019114,0.0218,0.00376,49.43,0.50686,-0.34317,1.1651,186.76,61.94,2.0154,166.3,4.021718539670516,-1.348356399488961,-0.2900887962510516,-2.740986425246099,#27ae60,0.2632,0.0522,2026-04-27
ICICIBANK.NS,0,Low,32.798,0.9397,0.0603,0.0,43.6,65.12,64.23,56.25,A,32.98,44.82,67.46,India,India_Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.00948,-0.08257,-0.11742,-0.12039,0.017797,0.013944,-0.07575,-0.09887,51.82,-33.74745,-0.48307,1.0428,1477.2,274.68,4.3779,1245.5,7.242644179448455,-0.8744202597194125,-0.0908119850688528,-2.7482589968095645,#27ae60,0.5556,0.3764,2026-04-27
IDEA.NS,1,Medium,36.431,0.2051,0.7883,0.0066,49.15,58.63,60.97,55.54,A,37.58,111.12,61.1,India,India_Communications,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.02925,-0.15558,-0.25539,0.28999,0.027561,0.028079,-0.16453,-0.05576,57.32,-0.4901,-0.8704,1.7577,22.76,2.95,6.716,8.63,21.392552491228795,7.231913099204231,3.1155068568014603,-5.63709191775977,#f39c12,0.5,0.489,2026-04-27
IFF,1,Medium,62.109,0.0092,0.9908,0.0,37.16,54.11,43.78,44.23,BBB,51.85,675.67,78.73,USA,Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.01381,-0.03782,0.02644,-0.04288,0.02171,0.020139,-0.04641,0.02437,49.33,-0.6888,-0.57415,1.0464,137.81,58.69,1.3483,69.98,4.869906454098511,-1.812991526012126,-0.3569295797363613,1.9673612072278663,#f39c12,0.9,0.9753,2026-04-27
IHG.L,1,Medium,37.806,0.0727,0.9273,0.0,24.38,61.17,67.0,48.2,BBB,25.71,157.82,26.7,UK,UK_RealEstate,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.00461,-0.00229,-0.05047,0.19212,0.015669,0.016805,-0.04007,0.02184,50.36,-1.11624,-0.58231,0.8437,147.2,30.41,3.841,130.75,3.571791164083528,-1.6610382494581846,-1.084564747534122,-0.3183169216490367,#f39c12,1.0,0.5412,2026-04-27
ILMN,0,Low,30.35,0.9606,0.0394,0.0,59.85,73.57,59.95,64.0,AA,32.77,93.14,50.13,USA,Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.0466,0.01738,-0.13296,0.40084,0.023099,0.02685,-0.02723,0.09813,49.8,0.04425,-0.8623,0.9309,510.54,70.3,6.2624,126.44,4.58623891646639,-0.7194509875056713,-0.5488099385393052,-2.954779243367276,#27ae60,0.7368,0.2802,2026-04-27
IMB.L,1,Medium,38.257,0.1439,0.8561,0.0,60.99,58.91,57.47,59.31,A,34.75,267.5,57.05,UK,UK_Consumer,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.02195,-0.00617,0.0438,0.07146,0.013529,0.01401,-0.00125,0.0159,46.58,-29.16249,-0.55003,1.0456,3340.59,1214.03,1.7517,3142.5,5.133573531677826,0.5881949952582585,-1.4051320059988888,0.9121892531222392,#f39c12,0.4444,0.5577,2026-04-27
IMI.L,1,Medium,43.288,0.0309,0.9691,0.0,31.27,68.77,48.57,47.71,BBB,37.55,211.75,87.25,UK,UK_Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.00763,-0.08592,-0.02197,0.27092,0.022471,0.01715,-0.06151,0.05268,50.83,-48.58192,-0.44046,2.3051,2903.74,673.96,3.3085,2572.0,3.811110052106233,-1.4156015084288285,-1.109110086635354,0.9287357081168086,#f39c12,0.5,0.6621,2026-04-27
INDUSINDBK.NS,0,Low,31.232,0.9258,0.0709,0.0033,39.87,61.01,63.91,53.43,A,23.66,33.46,23.23,India,India_Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.00978,-0.16261,-0.14159,-0.04438,0.028213,0.020791,-0.11622,-0.05685,50.78,-32.65996,-0.83368,0.6399,1749.4,290.97,5.0124,784.8,4.519952499446542,-1.1931202975514834,-0.963068510339434,-2.3463769920214843,#27ae60,0.3333,0.3242,2026-04-27
INFY.NS,0,Low,34.216,0.8743,0.1257,0.0,44.58,47.52,66.17,51.94,A,24.8,102.47,71.69,India,India_Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.05489,0.02573,-0.16921,-0.16252,0.017074,0.019344,-0.0626,-0.1039,50.8,-18.14943,-0.37144,1.4802,1942.22,452.36,3.2935,1339.4,5.485466777556856,-0.7758641428313032,-0.1319271443427481,-1.3253607204449265,#27ae60,0.6667,0.4176,2026-04-27
INTC,0,Low,21.552,0.9275,0.0659,0.0066,83.42,54.34,64.41,68.99,AA,12.23,77.56,72.58,USA,Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.28454,0.16082,0.28703,1.46208,0.043152,0.049594,0.13556,0.48625,50.99,1.06745,-0.70797,1.9165,62.08,18.13,2.4243,52.91,13.431526743307789,6.691784240309174,9.104357408670314,-4.155087363359233,#27ae60,0.1034,0.0192,2026-04-27
IOC.NS,1,Medium,52.82,0.0175,0.9792,0.0033,14.16,33.19,36.44,26.55,B,41.21,157.97,62.58,India,India_Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.0241,-0.20639,-0.16991,0.01052,0.01958,0.019347,-0.16037,-0.10666,50.62,-8.59807,-0.55403,1.1883,185.14,31.68,4.8442,134.44,6.7945677416416475,-1.795958725659101,-0.686828078733623,0.0940909521960332,#f39c12,0.7,0.8846,2026-04-27
IQV,0,Low,21.783,0.9408,0.0592,0.0,83.98,70.01,75.9,77.36,AAA,21.1,142.11,48.86,USA,Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.02684,-0.04441,-0.29841,0.10355,0.019831,0.029939,-0.102,-0.13062,51.08,-2.28204,-0.51523,1.1366,282.61,84.0,2.3644,170.62,5.8470559806498,-0.1346666205601169,-1.2852637483897027,-3.7628941806848246,#27ae60,0.1053,0.0247,2026-04-27
ITC.NS,0,Low,33.423,0.8973,0.0994,0.0033,49.72,41.03,61.56,50.66,A,18.98,114.36,70.48,India,India_Consumer,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.01272,-0.04189,-0.11022,-0.27139,0.01382,0.013643,-0.04805,-0.20095,52.23,-6.13188,-0.51113,1.2757,476.59,107.23,3.4444,298.45,7.237467404983483,-0.9953104197649152,-0.6963696265440498,-1.8611084616078013,#27ae60,0.3,0.4038,2026-04-27
ITI.NS,1,Medium,43.239,0.1423,0.8246,0.0331,58.97,64.05,71.22,64.17,AA,68.75,171.56,35.23,India,India_Communications,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.01921,0.00055,-0.17001,-0.19448,0.046614,0.030393,-0.07441,-0.15011,59.68,-5.2062,-0.57006,3.5037,544.35,48.2,10.2936,256.84,9.451757421953838,2.930097781207546,-2.25776885001891,-2.256589883336921,#f39c12,0.9,0.6566,2026-04-27
ITV.L,1,Medium,49.98,0.02,0.98,0.0,30.84,45.65,46.53,39.99,BB,29.94,418.48,18.26,UK,UK_Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.02034,-0.00193,-0.03596,-0.04012,0.008708,0.013822,-0.0169,-0.03352,51.7,-0.67212,-0.65227,0.6816,156.08,54.27,1.8758,77.75,4.4559297246359275,-0.96629186820652,-1.340260148542456,2.197466199880633,#f39c12,1.0,0.8297,2026-04-27
ITW,1,Medium,51.828,0.0222,0.9778,0.0,15.83,35.84,56.82,34.13,BB,28.73,372.7,65.7,USA,Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.01752,-0.05749,0.02738,0.10064,0.012292,0.014301,-0.04559,0.00954,49.89,-4.61937,-0.37847,1.1016,297.72,101.9,1.9218,259.04,4.228552876119524,-2.074965366139809,-0.1844960915029341,1.3487749679431664,#f39c12,0.8421,0.8681,2026-04-27
JD.L,1,Medium,39.421,0.1173,0.8827,0.0,45.47,69.16,42.67,51.74,A,38.34,137.87,57.54,UK,UK_Consumer,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.0153,-0.09707,-0.18067,-0.03895,0.021626,0.023116,-0.10924,-0.18925,50.92,-2.08644,-0.73004,1.2619,233.93,58.62,2.9905,69.02,4.576495338591281,-1.0280899934524264,-1.5974670587085165,-1.746251261524298,#f39c12,0.6667,0.5797,2026-04-27
JINDALSAW.NS,2,High,66.177,0.0214,0.3484,0.6302,10.07,34.06,53.6,30.33,BB,47.98,700.05,27.54,India,India_Materials,SELL / DIVEST,Remove from portfolio,RED,Immediate,Non Compliant,No,"Poor ESG practices, high carbon, serious controversies",No Low Risk alternative in same sector,0.02629,0.13092,0.11312,-0.20169,0.051852,0.042929,0.04873,-0.00742,53.9,2.28855,-0.58676,4.5272,370.43,18.69,18.8156,190.9,8.628795955702186,1.0010345679550794,-1.409850339828959,3.0105895571086294,#e74c3c,0.8571,0.9973,2026-04-27
JNJ,0,Low,27.72,0.9672,0.0328,0.0,50.06,71.96,67.72,61.93,AA,23.32,61.06,3.8,USA,Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.01683,-0.01723,0.1649,0.61195,0.008343,0.010058,0.01388,0.20686,50.73,0.7318,-0.27366,0.9164,248.56,93.97,1.6451,238.41,4.024526284518687,-1.8761463476588776,0.2626592395484608,-1.5234248784541409,#27ae60,0.5263,0.1676,2026-04-27
JPM,0,Low,19.556,1.0,0.0,0.0,72.93,75.59,74.7,74.26,AAA,18.84,43.68,55.22,USA,Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.0534,0.03105,-0.0936,0.10667,0.012757,0.015804,-0.00621,-0.00736,50.34,-0.65575,-0.43627,0.8571,332.91,66.76,3.9864,297.4,4.077353318851322,-1.4275945600568485,-0.0971866505216241,-2.857991667833031,#27ae60,0.1053,0.0137,2026-04-27
JSWSTEEL.NS,1,Medium,62.678,0.0182,0.9686,0.0132,28.19,36.31,48.3,36.66,BB,41.16,679.77,20.56,India,India_Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.01911,-0.07708,-0.02074,0.15063,0.0253,0.019501,-0.03887,0.01933,51.25,-20.08017,-0.53732,0.4208,1280.6,131.79,8.7166,1151.9,6.800246339051216,-1.3268175046424115,0.2479925381758292,1.6380564679925371,#f39c12,0.4286,0.978,2026-04-27
KLAC,0,Low,27.049,0.9315,0.062,0.0066,48.77,49.02,70.8,55.46,A,11.13,61.27,75.98,USA,Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.12026,0.08379,0.17082,0.78709,0.027836,0.037001,0.04869,0.31353,50.46,15.73523,-0.40283,0.7822,1682.52,77.85,20.6128,1548.85,14.04962300374555,7.631001140271794,10.642892058612736,-2.794064666451101,#27ae60,0.4483,0.1566,2026-04-27
KO,0,Low,30.074,0.8415,0.1585,0.0,55.22,52.4,62.65,56.6,A,11.27,177.57,51.99,USA,Consumer,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.00472,-0.01758,0.1018,0.12063,0.008526,0.010274,0.0003,0.07677,49.55,-0.1711,-0.36988,1.0024,81.0,31.3,1.5876,75.91,3.795008601783949,-2.752825594503374,-0.533032104357632,-0.8094342586939597,#27ae60,0.15,0.2692,2026-04-27
KOLTEPATIL.NS,1,Medium,38.719,0.1051,0.8883,0.0066,35.35,31.92,71.89,45.28,BBB,31.08,88.99,35.72,India,India_RealEstate,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.04508,-0.09309,-0.23303,-0.33505,0.020244,0.017991,-0.13006,-0.24943,54.77,-11.90998,-0.59331,0.3498,560.86,107.66,4.2095,303.95,5.604860307232308,-1.0253115112662312,-1.913156699312565,-1.197687414616389,#f39c12,0.8889,0.5714,2026-04-27
KOTAKBANK.NS,0,Low,32.284,0.8864,0.1136,0.0,45.34,79.0,55.84,58.59,A,32.44,72.93,40.13,India,India_Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.00874,-0.10889,-0.15451,-0.15061,0.017868,0.014992,-0.1012,-0.12507,51.04,-12.6255,-0.36499,1.1612,453.24,218.74,1.0721,362.95,6.374269772572606,-0.5501881471461719,0.3147869415096206,-2.4753961828808992,#27ae60,0.4444,0.3681,2026-04-27
KR,1,Medium,42.82,0.0775,0.9192,0.0033,69.33,45.78,60.49,59.61,A,51.86,250.0,41.52,USA,Consumer,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.01411,-0.0094,0.22168,0.12648,0.016538,0.0191,0.06313,0.08025,51.13,0.69043,-0.31072,0.9215,75.6,18.0,3.2003,72.68,3.839357522948652,-3.006614950212194,-0.5418152083962702,-0.4709023129233007,#f39c12,0.9,0.6429,2026-04-27
LAND.L,0,Low,34.088,0.8334,0.1666,0.0,42.53,44.28,58.82,47.94,BBB,8.75,192.33,27.0,UK,UK_RealEstate,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.05921,-0.07395,-0.125,-0.09231,0.01962,0.016969,-0.09258,-0.06539,49.24,-17.48911,-0.51493,1.3854,998.42,484.3,1.0616,563.5,5.377517229401043,0.4803868725539831,-2.0171706614151192,-1.101624766804927,#27ae60,0.625,0.4148,2026-04-27
LDOS,1,Medium,53.421,0.0034,0.9966,0.0,34.81,41.69,51.43,41.86,BBB,47.59,359.46,31.79,USA,Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.03035,-0.11293,-0.18418,0.07835,0.014098,0.024754,-0.10044,-0.1117,49.06,-4.92581,-0.42289,1.1356,198.61,46.49,3.2718,158.87,3.694837847225585,-2.5289056033699824,-0.556877786684985,0.5521728162090235,#f39c12,0.8947,0.8929,2026-04-27
LGEN.L,0,Low,31.308,0.9279,0.0688,0.0033,52.43,71.0,86.54,68.23,AA,48.53,34.77,31.47,UK,UK_Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.04738,-0.00943,-0.05583,-0.00016,0.023049,0.017084,-0.02723,0.00415,48.73,-2.26758,-0.5647,1.9706,316.93,137.96,1.2973,252.0,4.28748741867648,-0.6315644596201759,-0.7025206415901658,-2.199291256715074,#27ae60,0.9,0.3324,2026-04-27
LH,0,Low,22.771,0.9946,0.0054,0.0,64.66,77.77,66.3,69.08,AA,16.57,83.41,43.83,USA,Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.02109,-0.01623,0.05959,0.03779,0.012788,0.014662,-0.00988,0.00909,49.58,-0.70779,-0.46579,0.7053,289.43,85.4,2.3891,269.17,3.9371712890504917,-1.6132268641088283,-0.3831329328074327,-2.478139243167275,#27ae60,0.1579,0.0467,2026-04-27
LIN,1,Medium,46.282,0.0555,0.9445,0.0,36.75,82.97,58.51,57.14,A,31.51,550.89,42.76,USA,Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.00935,0.02612,0.12864,0.08931,0.011989,0.012101,0.04002,0.0849,50.55,4.15353,-0.32585,1.3523,507.63,136.67,2.7142,494.59,4.070443021682073,-2.073731524968826,-0.2016342180991586,1.4874537166906645,#f39c12,0.05,0.7253,2026-04-27
LLOY.L,0,Low,22.217,0.9127,0.0642,0.0231,50.88,62.09,64.96,58.47,A,2.1,38.01,30.04,UK,UK_Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.05849,0.00325,-0.04556,0.27864,0.024002,0.019827,-0.04589,0.06296,50.52,-1.19907,-0.64342,1.1608,112.6,23.93,3.7063,95.73,8.435579063722805,1.8053447593521128,2.10425813640759,-3.3057633168282927,#27ae60,0.1,0.033,2026-04-27
LMT,1,Medium,36.222,0.0646,0.9354,0.0,47.09,72.53,53.72,56.71,A,30.95,191.05,62.31,USA,Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.04867,-0.05488,0.21713,0.3667,0.015065,0.018041,0.00628,0.23098,49.87,-3.76833,-0.36674,1.0925,676.7,212.68,2.1818,627.7,3.630094391754382,-2.3900038756429804,-0.1525275294953816,-0.0130811639654523,#f39c12,0.0526,0.478,2026-04-27
